predicted,target
0.3146670460700989,0.16051228027764702
-0.14986225962638855,-1.06589843178049
-0.1579216867685318,-0.2750059480989056
-0.891815185546875,-0.8119151499373978
-0.10012653470039368,0.2643447335494397
-0.2841777503490448,-0.7901537487239534
-1.0523529052734375,-1.3623074400674628
0.8482714891433716,0.3027795909244052
0.2625616788864136,0.35220133572788487
-0.27923843264579773,0.0818993674589866
-0.8032190203666687,-1.4980841632015003
-0.8693956136703491,-0.5764179940784897
0.4331124722957611,1.1256152485567585
-0.09786783158779144,-0.15993610135669217
-0.12140332162380219,-0.14262252692182711
0.4083178639411926,0.3045436655289825
-0.08965049684047699,1.0277620445552447
0.8948496580123901,0.4181816640068984
-0.5709978938102722,-0.4200033188468788
-0.08430372178554535,-0.3571101713987828
0.9889351725578308,0.9482334683192118
0.885128915309906,0.783062046320818
-0.838833749294281,-0.6836441332376072
-0.8225854635238647,-1.068386533163435
0.5637154579162598,0.979279715970339
0.8594001531600952,0.8481639851924849
0.875511109828949,0.8529279012937437
-0.9423791766166687,-1.149494815811558
0.27553659677505493,0.233879816337936
-0.5400773286819458,-0.3433215817835127
-0.19413016736507416,-0.050778858142169814
0.3600653111934662,0.44902363188046623
-1.054235577583313,-1.3539247641702352
0.23308075964450836,0.49541627110248576
-0.10187502205371857,0.7808792722495609
-0.9347447752952576,-1.019819519185217
0.12147350609302521,0.1574782603279644
1.0305869579315186,1.2262185165070647
-0.09482215344905853,0.10264596717255302
-0.10641883313655853,1.0466645591493347
0.8326380848884583,0.8328650759904772
-1.0181599855422974,-0.9174779332489558
-0.10507760941982269,-0.2852665081735591
-1.0569045543670654,-0.9827620470811025
0.18705512583255768,0.318369979355303
1.0351711511611938,1.0361961486539715
-0.08966609835624695,0.7261174968700859
-0.14353181421756744,0.8815149769766495
0.1788109689950943,0.21149638315487332
0.17956770956516266,0.1680229232283251
-0.19368362426757812,0.3364974057547863
-0.3530631363391876,-0.18727367624878916
0.27774372696876526,0.541241890207948
0.382907897233963,0.8939659638939567
0.9338518381118774,1.5370772013298422
0.3894577622413635,0.7615136752796667
-0.10927784442901611,0.12690814294051284
-0.3880325257778168,-0.35281584530615695
-0.1502714902162552,-1.2034062257719547
-0.14738129079341888,-0.17440312312834397
0.03151540830731392,-0.07354140663820796
-0.1073000431060791,-1.060683735224902
-0.10455386340618134,0.6694155437326867
0.5812860131263733,0.5292359865336512
0.19998012483119965,-0.0895625188601149
0.6125572919845581,0.4979674487925928
-0.08605039119720459,-0.1529741832421242
0.9479559063911438,0.36102457446377745
-0.8691229820251465,-1.3720460772648404
-0.10757499933242798,0.31395908268198686
-0.38568657636642456,-0.5808394334515068
-0.15128472447395325,-0.7147801390979407
-0.9760457277297974,-1.320562186445076
-0.09010852873325348,0.8359103964450246
-0.8970072269439697,-0.6452840515630596
-0.47682902216911316,-0.14965991764355047
-0.8918576240539551,-1.1011855493609588
-1.0691331624984741,-1.3751684775915352
-0.6851509809494019,-0.6341107409992763
-1.0303767919540405,-0.8892016916678627
-0.023974116891622543,-1.1470705999019162
-0.10972045361995697,-0.4415820689024969
0.6457573771476746,0.7250724159495353
-0.14381586015224457,0.6111963236754623
-0.6222561001777649,-1.2780910032337374
-1.0282007455825806,-0.9383972722483487
0.6168858408927917,0.9920881029561633
-0.8005684614181519,-0.12823469704785218
-0.08500988781452179,-0.9859434326144194
0.5294931530952454,0.8405179680129089
0.9823845624923706,1.102647831560729
0.9868907332420349,1.2165703868206705
-0.5107295513153076,-0.18268500189213305
-0.28178688883781433,-0.03721987930437645
-0.1404614895582199,1.242837528680134
-0.974952220916748,-0.32248606925091616
-0.08996114134788513,1.426040218389459
0.09836305677890778,-0.2902986249239832
0.7438986301422119,0.43879407535756887
-0.8720131516456604,-1.4865100280101327
-0.40005743503570557,-0.2062423044040568
-0.4724099338054657,-0.2836727104157959
0.6100459694862366,0.7465507074565428
-0.09760728478431702,0.5168179971354987
-0.0987110435962677,-0.5889487510291844
-0.5062209963798523,-0.4859043775357853
0.39256635308265686,0.5132787715906635
0.4009213447570801,0.707919307467145
-0.10318651795387268,-0.47573278935836816
-0.09245023131370544,-1.129898593365787
-0.8133711814880371,-0.5241959580283662
-0.10847608745098114,0.035495306423615564
-0.09524410963058472,0.2788866217228683
-0.08511139452457428,-0.25484794300863123
-0.8643181324005127,-1.2879573969098888
-0.8201481103897095,-0.7658077015364573
-0.1405458301305771,-0.9588283352425087
0.038214344531297684,-0.28748406590718956
-0.10190509259700775,0.6458127855544602
-0.09006254374980927,0.7017240948888412
-0.9668970108032227,-1.0754785420065598
0.6351355910301208,0.25811235877895333
-0.09027045965194702,0.9742387473274075
-0.08831818401813507,0.8811527346071092
-0.2910754680633545,0.09517687567687999
-0.09548850357532501,0.6995925053577633
-0.6754406094551086,-0.6875000118532787
-0.3354117274284363,-0.14757500092742493
0.003423679620027542,0.2511028239892331
-0.29229575395584106,-0.3690367916850523
0.9374392032623291,0.6975704007761903
-0.587441623210907,-0.8219689531865456
-0.10873670876026154,-0.7976162014789696
-0.9267605543136597,-0.8879426638127663
-0.09827575087547302,-0.5996820611623399
-1.0286476612091064,-0.4177651494423933
0.9328707456588745,0.642198127543354
0.5875540375709534,0.8705711762283084
0.8542180061340332,1.0783431966447532
-0.25213316082954407,-0.13902078893025863
-0.10237625241279602,-1.09145570857595
-1.0607081651687622,-1.21916181234775
-0.05678233131766319,-0.10416910642968258
0.6003823280334473,0.5474469906474264
-0.9180982112884521,-0.6867365236075373
-0.7595621943473816,-0.6870719007779877
-0.09450879693031311,-1.0178360044901935
-0.10531729459762573,-1.0765080571058012
-0.11235649883747101,0.8780551583009121
-0.10726602375507355,-0.7729483222692312
-0.09205456078052521,-0.4584212362998524
-0.9013973474502563,-0.7313797473013899
0.09519650042057037,-0.9773243102203184
-0.10177618265151978,0.7180099160289453
-0.732813835144043,-0.7658001524525971
0.1026085764169693,0.10317040120323938
0.09059366583824158,0.16907906179558213
0.9262951612472534,1.0338168473338674
-0.566268265247345,-0.2993085889347204
-0.10284189879894257,-1.6281685562265802
0.8525999188423157,1.1632386907798857
0.32166463136672974,0.5067063932019779
-0.978023886680603,-0.9898007950816284
-0.0991537868976593,-1.0436394119458947
-0.42772069573402405,-0.47674872242411803
0.08331263065338135,-0.5008082911556857
0.5168124437332153,1.0529121872689222
-0.8693941235542297,-1.1849368776271256
0.20568732917308807,0.7009850950879367
-0.10808569192886353,1.0507201862760045
-0.9454411268234253,-1.2626957473851221
0.846298336982727,0.6858632273405512
-0.09570598602294922,0.597900534854297
0.9111891388893127,0.7091104082379217
-0.3250856101512909,-0.5569849023967175
-0.2341281622648239,-0.5241201290893156
-0.09915155172348022,-1.1084190144684998
-0.09959001839160919,-0.7709307559419517
-0.09205357730388641,-1.0309039730548624
0.9735932350158691,1.7415059367228478
-0.09800396859645844,-0.004118091520003031
-0.4896920621395111,-0.6089800253375097
-0.09533382952213287,0.6066966060263643
-0.09800367057323456,-0.14534772329173762
-0.10566876828670502,-0.21197244356468165
-0.7794004678726196,-0.9960499172351021
-0.10011564195156097,-0.37876203150478066
0.840078592300415,0.5540558667502034
-0.7799810767173767,-0.7784841161452972
-0.9291493892669678,-0.6879297831048465
-0.10056312382221222,0.517590386242186
-1.054449200630188,-0.4701819557641175
-0.9678387641906738,-0.6440133863099766
0.879913330078125,0.482986175747294
-0.09203216433525085,-0.6804780166973785
-0.7572539448738098,-0.16247388656339679
-0.08888818323612213,0.8410050601229477
-0.05978403612971306,-0.11312223825876552
-0.10839866101741791,-0.5276867590420171
-0.03202587738633156,-0.17666526645019245
0.4967426061630249,0.37094019633514225
0.7561016082763672,0.7373338467014214
0.8421527147293091,1.2039288687747363
-0.9670001268386841,-0.8177534150819155
-0.7917981147766113,-0.8832953270302197
-0.6723136901855469,-0.9606157093859657
-0.682381272315979,-0.8004436989909623
-0.09323939681053162,-0.9428489345838387
0.7368279695510864,0.6198152448790336
0.010991651564836502,-0.026087015819516404
0.5282220840454102,0.6414862909572896
-0.9171139597892761,-1.1966331077975505
-0.10480816662311554,-0.422827801551126
0.5470381379127502,0.8241237154859095
0.7800033092498779,0.9756559863591766
-0.11050479114055634,0.3167120873283914
-0.4391815662384033,-0.43837284785352715
0.25582754611968994,-0.21643676591714553
-0.4441799819469452,-0.12669571194086232
-0.2800067365169525,-0.48435295134331446
0.4689404368400574,0.7034474341225836
-0.09528675675392151,0.4318979980635277
-0.10363434255123138,-0.21415145648353362
-1.0622680187225342,-0.8408361636350901
-0.1417045295238495,-0.6913452947152255
-0.09812511503696442,-0.16863869484961788
-0.9387825727462769,-0.5815565017186445
-0.10623320937156677,1.1544952453752344
-0.7071953415870667,-0.7487512467561451
-0.09145326912403107,-0.4232733718262065
-0.10552932322025299,-0.9197717999991358
-1.0665651559829712,-1.311633239186338
-0.10153511166572571,0.8024948756204853
0.7908220887184143,0.9715360288799453
0.7104440927505493,1.1093720333257135
-0.17322371900081635,-0.4092235864524949
-0.08836036920547485,1.1534762920212691
-0.10017572343349457,0.03998534069967981
-0.9256085157394409,-0.8986997805352697
-0.5586974620819092,-0.6395817782054428
-0.09887233376502991,-0.5520961015785659
0.9746154546737671,0.9446436954701823
-0.036272089928388596,0.1435212618951653
-0.10368047654628754,0.7438682628882638
-0.8796102404594421,-0.3404239891908821
0.46061834692955017,0.5309375764297769
-0.7934831380844116,-0.7375786051197815
-0.9270923733711243,-1.0815169707292678
-0.09781298041343689,0.1954819607000256
0.9373823404312134,1.0190918187891842
-0.6118965148925781,-0.05297621619340909
-0.08270318806171417,-1.4933197250302022
-0.09998749196529388,-0.3025328676196135
0.35945504903793335,0.046832655001315865
0.5816787481307983,1.176099008386743
